epci_siren,epci_nom,epci_type,code_commune,nom_commune
200043321,CC du Pays de Mormal,CC,59006,L’Orée de Mormal
200043321,CC du Pays de Mormal,CC,59232,La Flamengrie
200043321,CC du Pays de Mormal,CC,59357,La Longueville
200043321,CC du Pays de Mormal,CC,59331,Landrecies
200043321,CC du Pays de Mormal,CC,59223,Le Favril
200043321,CC du Pays de Mormal,CC,59481,Le Quesnoy
200043321,CC du Pays de Mormal,CC,59353,Locquignol
200043321,CC du Pays de Mormal,CC,59363,Louvignies-Quesnoy
200043321,CC du Pays de Mormal,CC,59381,Maresches
200043321,CC du Pays de Mormal,CC,59384,Maroilles
200043321,CC du Pays de Mormal,CC,59396,Mecquignies
200043321,CC du Pays de Mormal,CC,59425,Neuville-en-Avesnois
200043321,CC du Pays de Mormal,CC,59441,Obies
200043321,CC du Pays de Mormal,CC,59451,Orsinval
200043321,CC du Pays de Mormal,CC,59464,Poix-du-Nord
200043321,CC du Pays de Mormal,CC,59468,Potelle
200043321,CC du Pays de Mormal,CC,59472,Preux-au-Bois
200043321,CC du Pays de Mormal,CC,59473,Preux-au-Sart
200043321,CC du Pays de Mormal,CC,59494,Raucourt-au-Bois
200043321,CC du Pays de Mormal,CC,59503,Robersart
200043321,CC du Pays de Mormal,CC,59518,Ruesnes
200043321,CC du Pays de Mormal,CC,59548,Saint-Waast
200043321,CC du Pays de Mormal,CC,59549,Salesches
200043321,CC du Pays de Mormal,CC,59565,Sepmeries
200043321,CC du Pays de Mormal,CC,59584,Taisnières-sur-Hon
200043321,CC du Pays de Mormal,CC,59607,Vendegies-au-Bois
200043321,CC du Pays de Mormal,CC,59619,Villereau
200043321,CC du Pays de Mormal,CC,59626,Villers-Pol
200043321,CC du Pays de Mormal,CC,59639,Wargnies-le-Grand
200043321,CC du Pays de Mormal,CC,59640,Wargnies-le-Petit
200043396,CA Maubeuge Val de Sambre,CA,59003,Aibes
200043396,CA Maubeuge Val de Sambre,CA,59021,Assevent
200043396,CA Maubeuge Val de Sambre,CA,59033,Aulnoye-Aymeries
200043396,CA Maubeuge Val de Sambre,CA,59041,Bachant
200043396,CA Maubeuge Val de Sambre,CA,59058,Beaufort
200043396,CA Maubeuge Val de Sambre,CA,59068,Berlaimont
200043396,CA Maubeuge Val de Sambre,CA,59072,Bersillies
200043396,CA Maubeuge Val de Sambre,CA,59076,Bettignies
200043396,CA Maubeuge Val de Sambre,CA,59101,Bousignies-sur-Roc
200043396,CA Maubeuge Val de Sambre,CA,59103,Boussières-sur-Sambre
200043396,CA Maubeuge Val de Sambre,CA,59104,Boussois
200043396,CA Maubeuge Val de Sambre,CA,59142,Cerfontaine
200043396,CA Maubeuge Val de Sambre,CA,59151,Colleret
200043396,CA Maubeuge Val de Sambre,CA,59157,Cousolre
200043396,CA Maubeuge Val de Sambre,CA,59187,Éclaibes
200043396,CA Maubeuge Val de Sambre,CA,59188,Écuélin
200043396,CA Maubeuge Val de Sambre,CA,59190,Élesmes
200043396,CA Maubeuge Val de Sambre,CA,59225,Feignies
200043396,CA Maubeuge Val de Sambre,CA,59230,Ferrière-la-Grande
200043396,CA Maubeuge Val de Sambre,CA,59231,Ferrière-la-Petite
200043396,CA Maubeuge Val de Sambre,CA,59264,Gognies-Chaussée
200043396,CA Maubeuge Val de Sambre,CA,59291,Hautmont
200043396,CA Maubeuge Val de Sambre,CA,59324,Jeumont
200043396,CA Maubeuge Val de Sambre,CA,59344,Leval
200043396,CA Maubeuge Val de Sambre,CA,59351,Limont-Fontaine
200043396,CA Maubeuge Val de Sambre,CA,59365,Louvroil
200043396,CA Maubeuge Val de Sambre,CA,59370,Mairieux
200043396,CA Maubeuge Val de Sambre,CA,59385,Marpent
200043396,CA Maubeuge Val de Sambre,CA,59392,Maubeuge
200043396,CA Maubeuge Val de Sambre,CA,59406,Monceau-Saint-Waast
200043396,CA Maubeuge Val de Sambre,CA,59424,Neuf-Mesnil
200043396,CA Maubeuge Val de Sambre,CA,59439,Noyelles-sur-Sambre
200043396,CA Maubeuge Val de Sambre,CA,59442,Obrechies
200043396,CA Maubeuge Val de Sambre,CA,59467,Pont-sur-Sambre
200043396,CA Maubeuge Val de Sambre,CA,59483,Quiévelon
200043396,CA Maubeuge Val de Sambre,CA,59495,Recquignies
200043396,CA Maubeuge Val de Sambre,CA,59514,Rousies
200043396,CA Maubeuge Val de Sambre,CA,59542,Saint-Remy-Chaussée
200043396,CA Maubeuge Val de Sambre,CA,59543,Saint-Remy-du-Nord
200043396,CA Maubeuge Val de Sambre,CA,59556,Sassegnies
200043396,CA Maubeuge Val de Sambre,CA,59617,Vieux-Mesnil
200043396,CA Maubeuge Val de Sambre,CA,59618,Vieux-Reng
200043396,CA Maubeuge Val de Sambre,CA,59627,Villers-Sire-Nicole
200043404,CC du Sud Avesnois,CC,59012,Anor
200043404,CC du Sud Avesnois,CC,59045,Baives
200043404,CC du Sud Avesnois,CC,59198,Eppe-Sauvage
200043404,CC du Sud Avesnois,CC,59229,Féron
200043404,CC du Sud Avesnois,CC,59249,Fourmies
200043404,CC du Sud Avesnois,CC,59261,Glageon
200043404,CC du Sud Avesnois,CC,59420,Moustier-en-Fagne
200043404,CC du Sud Avesnois,CC,59445,Ohain
200043404,CC du Sud Avesnois,CC,59601,Trélon
200043404,CC du Sud Avesnois,CC,59633,Wallers-en-Fagne
200043404,CC du Sud Avesnois,CC,59659,Wignehies
200043404,CC du Sud Avesnois,CC,59661,Willies
200044618,CA Douaisis Agglo,CA,59007,Anhiers
200044618,CA Douaisis Agglo,CA,59015,Arleux
200044618,CA Douaisis Agglo,CA,59026,Aubigny-au-Bac
200044618,CA Douaisis Agglo,CA,59028,Auby
200044618,CA Douaisis Agglo,CA,59115,Brunémont
200044618,CA Douaisis Agglo,CA,59117,Bugnicourt
200044618,CA Douaisis Agglo,CA,59126,Cantin
200044618,CA Douaisis Agglo,CA,59156,Courchelettes
200044618,CA Douaisis Agglo,CA,59165,Cuincy
200044618,CA Douaisis Agglo,CA,59170,Dechy
200044618,CA Douaisis Agglo,CA,59178,Douai
200044618,CA Douaisis Agglo,CA,59199,Erchin
200044618,CA Douaisis Agglo,CA,59211,Esquerchin
200044618,CA Douaisis Agglo,CA,59214,Estrées
200044618,CA Douaisis Agglo,CA,59222,Faumont
200044618,CA Douaisis Agglo,CA,59224,Féchain
200044618,CA Douaisis Agglo,CA,59228,Férin
200044618,CA Douaisis Agglo,CA,59234,Flers-en-Escrebieux
200044618,CA Douaisis Agglo,CA,59239,Flines-lez-Raches
200044618,CA Douaisis Agglo,CA,59254,Fressain
200044618,CA Douaisis Agglo,CA,59263,Gœulzin
200044618,CA Douaisis Agglo,CA,59276,Guesnain
200044618,CA Douaisis Agglo,CA,59280,Hamel
200044618,CA Douaisis Agglo,CA,59327,Lallaing
200044618,CA Douaisis Agglo,CA,59329,Lambres-lez-Douai
200044618,CA Douaisis Agglo,CA,59334,Lauwin-Planque
200044618,CA Douaisis Agglo,CA,59336,Lécluse
200044618,CA Douaisis Agglo,CA,59379,Marcq-en-Ostrevent
200044618,CA Douaisis Agglo,CA,59486,Râches
200044618,CA Douaisis Agglo,CA,59489,Raimbeaucourt
200044618,CA Douaisis Agglo,CA,59509,Roost-Warendin
200044618,CA Douaisis Agglo,CA,59513,Roucourt
200044618,CA Douaisis Agglo,CA,59569,Sin-le-Noble
200044618,CA Douaisis Agglo,CA,59620,Villers-au-Tertre
200044618,CA Douaisis Agglo,CA,59654,Waziers
200068500,CA de Cambrai,CA,59001,Abancourt
200068500,CA de Cambrai,CA,59010,Anneux
200068500,CA de Cambrai,CA,59023,Aubencheul-au-Bac
200068500,CA de Cambrai,CA,59039,Awoingt
200068500,CA de Cambrai,CA,59047,Banteux
200068500,CA de Cambrai,CA,59048,Bantigny
200068500,CA de Cambrai,CA,59049,Bantouzelle
200068500,CA de Cambrai,CA,59085,Blécourt
200068500,CA de Cambrai,CA,59097,Boursies
200068500,CA de Cambrai,CA,59121,Cagnoncles
200068500,CA de Cambrai,CA,59122,Cambrai
200068500,CA de Cambrai,CA,59125,Cantaing-sur-Escaut
200068500,CA de Cambrai,CA,59141,Cauroir
200068500,CA de Cambrai,CA,59161,Crèvecœur-sur-l'Escaut
200068500,CA de Cambrai,CA,59167,Cuvillers
200068500,CA de Cambrai,CA,59176,Doignies
200068500,CA de Cambrai,CA,59206,Escaudœuvres
200068500,CA de Cambrai,CA,59209,Esnes
200068500,CA de Cambrai,CA,59219,Estrun
200068500,CA de Cambrai,CA,59216,Eswars
200068500,CA de Cambrai,CA,59236,Flesquières
200068500,CA de Cambrai,CA,59244,Fontaine-Notre-Dame
200068500,CA de Cambrai,CA,59255,Fressies
200068500,CA de Cambrai,CA,59267,Gonnelieu
200068500,CA de Cambrai,CA,59269,Gouzeaucourt
200068500,CA de Cambrai,CA,59294,Haynecourt
200068500,CA de Cambrai,CA,59300,Hem-Lenglet
200068500,CA de Cambrai,CA,59312,Honnecourt-sur-Escaut
200068500,CA de Cambrai,CA,59322,Iwuy
200068500,CA de Cambrai,CA,59517,Les Rues-des-Vignes
200068500,CA de Cambrai,CA,59341,Lesdain
200068500,CA de Cambrai,CA,59377,Marcoing
200068500,CA de Cambrai,CA,59389,Masnières
200068500,CA de Cambrai,CA,59405,Mœuvres
200068500,CA de Cambrai,CA,59422,Naves
200068500,CA de Cambrai,CA,59428,Neuville-Saint-Rémy
200068500,CA de Cambrai,CA,59432,Niergnies
200068500,CA de Cambrai,CA,59438,Noyelles-sur-Escaut
200068500,CA de Cambrai,CA,59455,Paillencourt
200068500,CA de Cambrai,CA,59476,Proville
200068500,CA de Cambrai,CA,59488,Raillencourt-Sainte-Olle
