epci_siren,epci_nom,epci_type,code_commune,nom_commune
200068500,CA de Cambrai,CA,59492,Ramillies
200068500,CA de Cambrai,CA,59500,Ribécourt-la-Tour
200068500,CA de Cambrai,CA,59502,Rieux-en-Cambrésis
200068500,CA de Cambrai,CA,59520,Rumilly-en-Cambrésis
200068500,CA de Cambrai,CA,59521,Sailly-lez-Cambrai
200068500,CA de Cambrai,CA,59552,Sancourt
200068500,CA de Cambrai,CA,59567,Séranvillers-Forenville
200068500,CA de Cambrai,CA,59593,Thun-l'Évêque
200068500,CA de Cambrai,CA,59595,Thun-Saint-Martin
200068500,CA de Cambrai,CA,59597,Tilloy-lez-Cambrai
200068500,CA de Cambrai,CA,59622,Villers-en-Cauchies
200068500,CA de Cambrai,CA,59623,Villers-Guislain
200068500,CA de Cambrai,CA,59625,Villers-Plouich
200068500,CA de Cambrai,CA,59635,Wambaix
200093201,Métropole Européenne de Lille,METRO,59005,Allennes-les-Marais
200093201,Métropole Européenne de Lille,METRO,59011,Annœullin
200093201,Métropole Européenne de Lille,METRO,59013,Anstaing
200093201,Métropole Européenne de Lille,METRO,59017,Armentières
200093201,Métropole Européenne de Lille,METRO,59025,Aubers
200093201,Métropole Européenne de Lille,METRO,59044,Baisieux
200093201,Métropole Européenne de Lille,METRO,59052,Bauvin
200093201,Métropole Européenne de Lille,METRO,59056,Beaucamps-Ligny
200093201,Métropole Européenne de Lille,METRO,59088,Bois-Grenier
200093201,Métropole Européenne de Lille,METRO,59090,Bondues
200093201,Métropole Européenne de Lille,METRO,59098,Bousbecque
200093201,Métropole Européenne de Lille,METRO,59106,Bouvines
200093201,Métropole Européenne de Lille,METRO,59128,Capinghem
200093201,Métropole Européenne de Lille,METRO,59133,Carnin
200093201,Métropole Européenne de Lille,METRO,59146,Chéreng
200093201,Métropole Européenne de Lille,METRO,59152,Comines
200093201,Métropole Européenne de Lille,METRO,59163,Croix
200093201,Métropole Européenne de Lille,METRO,59173,Deûlémont
200093201,Métropole Européenne de Lille,METRO,59670,Don
200093201,Métropole Européenne de Lille,METRO,59193,Emmerin
200093201,Métropole Européenne de Lille,METRO,59195,Englos
200093201,Métropole Européenne de Lille,METRO,59196,Ennetières-en-Weppes
200093201,Métropole Européenne de Lille,METRO,59201,Erquinghem-le-Sec
200093201,Métropole Européenne de Lille,METRO,59202,Erquinghem-Lys
200093201,Métropole Européenne de Lille,METRO,59208,Escobecques
200093201,Métropole Européenne de Lille,METRO,59220,Faches-Thumesnil
200093201,Métropole Européenne de Lille,METRO,59247,Forest-sur-Marque
200093201,Métropole Européenne de Lille,METRO,59250,Fournes-en-Weppes
200093201,Métropole Européenne de Lille,METRO,59252,Frelinghien
200093201,Métropole Européenne de Lille,METRO,59256,Fretin
200093201,Métropole Européenne de Lille,METRO,59257,Fromelles
200093201,Métropole Européenne de Lille,METRO,59275,Gruson
200093201,Métropole Européenne de Lille,METRO,59278,Hallennes-lez-Haubourdin
200093201,Métropole Européenne de Lille,METRO,59279,Halluin
200093201,Métropole Européenne de Lille,METRO,59281,Hantay
200093201,Métropole Européenne de Lille,METRO,59286,Haubourdin
200093201,Métropole Européenne de Lille,METRO,59299,Hem
200093201,Métropole Européenne de Lille,METRO,59303,Herlies
200093201,Métropole Européenne de Lille,METRO,59316,Houplin-Ancoisne
200093201,Métropole Européenne de Lille,METRO,59317,Houplines
200093201,Métropole Européenne de Lille,METRO,59320,Illies
200093201,Métropole Européenne de Lille,METRO,59051,La Bassée
200093201,Métropole Européenne de Lille,METRO,59143,La Chapelle-d'Armentières
200093201,Métropole Européenne de Lille,METRO,59368,La Madeleine
200093201,Métropole Européenne de Lille,METRO,59328,Lambersart
200093201,Métropole Européenne de Lille,METRO,59332,Lannoy
200093201,Métropole Européenne de Lille,METRO,59371,Le Maisnil
200093201,Métropole Européenne de Lille,METRO,59339,Leers
200093201,Métropole Européenne de Lille,METRO,59343,Lesquin
200093201,Métropole Européenne de Lille,METRO,59346,Lezennes
200093201,Métropole Européenne de Lille,METRO,59350,Lille
200093201,Métropole Européenne de Lille,METRO,59352,Linselles
200093201,Métropole Européenne de Lille,METRO,59356,Lompret
200093201,Métropole Européenne de Lille,METRO,59360,Loos
200093201,Métropole Européenne de Lille,METRO,59367,Lys-lez-Lannoy
200093201,Métropole Européenne de Lille,METRO,59378,Marcq-en-Barœul
200093201,Métropole Européenne de Lille,METRO,59386,Marquette-lez-Lille
200093201,Métropole Européenne de Lille,METRO,59388,Marquillies
200093201,Métropole Européenne de Lille,METRO,59410,Mons-en-Barœul
200093201,Métropole Européenne de Lille,METRO,59421,Mouvaux
200093201,Métropole Européenne de Lille,METRO,59426,Neuville-en-Ferrain
200093201,Métropole Européenne de Lille,METRO,59437,Noyelles-lès-Seclin
200093201,Métropole Européenne de Lille,METRO,59457,Pérenchies
200093201,Métropole Européenne de Lille,METRO,59458,Péronne-en-Mélantois
200093201,Métropole Européenne de Lille,METRO,59470,Prémesques
200093201,Métropole Européenne de Lille,METRO,59477,Provin
200093201,Métropole Européenne de Lille,METRO,59482,Quesnoy-sur-Deûle
200093201,Métropole Européenne de Lille,METRO,59487,Radinghem-en-Weppes
200093201,Métropole Européenne de Lille,METRO,59507,Ronchin
200093201,Métropole Européenne de Lille,METRO,59508,Roncq
200093201,Métropole Européenne de Lille,METRO,59512,Roubaix
200093201,Métropole Européenne de Lille,METRO,59522,Sailly-lez-Lannoy
200093201,Métropole Européenne de Lille,METRO,59523,Sainghin-en-Mélantois
200093201,Métropole Européenne de Lille,METRO,59524,Sainghin-en-Weppes
200093201,Métropole Européenne de Lille,METRO,59527,Saint-André-lez-Lille
200093201,Métropole Européenne de Lille,METRO,59550,Salomé
200093201,Métropole Européenne de Lille,METRO,59553,Santes
200093201,Métropole Européenne de Lille,METRO,59560,Seclin
200093201,Métropole Européenne de Lille,METRO,59566,Sequedin
200093201,Métropole Européenne de Lille,METRO,59585,Templemars
200093201,Métropole Européenne de Lille,METRO,59598,Toufflers
200093201,Métropole Européenne de Lille,METRO,59599,Tourcoing
200093201,Métropole Européenne de Lille,METRO,59602,Tressin
200093201,Métropole Européenne de Lille,METRO,59609,Vendeville
200093201,Métropole Européenne de Lille,METRO,59611,Verlinghem
200093201,Métropole Européenne de Lille,METRO,59009,Villeneuve-d'Ascq
200093201,Métropole Européenne de Lille,METRO,59636,Wambrechies
200093201,Métropole Européenne de Lille,METRO,59643,Warneton
200093201,Métropole Européenne de Lille,METRO,59646,Wasquehal
200093201,Métropole Européenne de Lille,METRO,59648,Wattignies
200093201,Métropole Européenne de Lille,METRO,59650,Wattrelos
200093201,Métropole Européenne de Lille,METRO,59653,Wavrin
200093201,Métropole Européenne de Lille,METRO,59656,Wervicq-Sud
200093201,Métropole Européenne de Lille,METRO,59658,Wicres
200093201,Métropole Européenne de Lille,METRO,59660,Willems
245900428,CU de Dunkerque,CU,59016,Armbouts-Cappel
245900428,CU de Dunkerque,CU,59094,Bourbourg
245900428,CU de Dunkerque,CU,59107,Bray-Dunes
245900428,CU de Dunkerque,CU,59131,Cappelle-la-Grande
245900428,CU de Dunkerque,CU,59155,Coudekerque-Branche
245900428,CU de Dunkerque,CU,59159,Craywick
245900428,CU de Dunkerque,CU,59183,Dunkerque
245900428,CU de Dunkerque,CU,59260,Ghyvelde
245900428,CU de Dunkerque,CU,59271,Grande-Synthe
245900428,CU de Dunkerque,CU,59272,Grand-Fort-Philippe
245900428,CU de Dunkerque,CU,59273,Gravelines
245900428,CU de Dunkerque,CU,59340,Leffrinckoucke
245900428,CU de Dunkerque,CU,59359,Loon-Plage
245900428,CU de Dunkerque,CU,59532,Saint-Georges-sur-l'Aa
245900428,CU de Dunkerque,CU,59576,Spycker
245900428,CU de Dunkerque,CU,59588,Téteghem-Coudekerque-Village
245900428,CU de Dunkerque,CU,59668,Zuydcoote
245900758,CC Flandre Lys,CC,59212,Estaires
245900758,CC Flandre Lys,CC,62338,Fleurbaix
245900758,CC Flandre Lys,CC,59293,Haverskerque
245900758,CC Flandre Lys,CC,59268,La Gorgue
245900758,CC Flandre Lys,CC,62491,Laventie
245900758,CC Flandre Lys,CC,62502,Lestrem
245900758,CC Flandre Lys,CC,59400,Merville
245900758,CC Flandre Lys,CC,62736,Sailly-sur-la-Lys
245901038,CC du Pays Solesmois,CC,59060,Beaurain
245901038,CC du Pays Solesmois,CC,59069,Bermerain
245901038,CC du Pays Solesmois,CC,59127,Capelle
245901038,CC du Pays Solesmois,CC,59204,Escarmain
245901038,CC du Pays Solesmois,CC,59289,Haussy
245901038,CC du Pays Solesmois,CC,59415,Montrécourt
245901038,CC du Pays Solesmois,CC,59506,Romeries
245901038,CC du Pays Solesmois,CC,59537,Saint-Martin-sur-Écaillon
245901038,CC du Pays Solesmois,CC,59541,Saint-Python
245901038,CC du Pays Solesmois,CC,59558,Saulzoir
245901038,CC du Pays Solesmois,CC,59571,Solesmes
245901038,CC du Pays Solesmois,CC,59575,Sommaing
245901038,CC du Pays Solesmois,CC,59608,Vendegies-sur-Écaillon
245901038,CC du Pays Solesmois,CC,59612,Vertain
245901038,CC du Pays Solesmois,CC,59614,Viesly
245901152,CA Coeur d'Ostrevent,CA,59008,Aniche
245901152,CA Coeur d'Ostrevent,CA,59024,Auberchicourt
245901152,CA Coeur d'Ostrevent,CA,59113,Bruille-lez-Marchiennes
245901152,CA Coeur d'Ostrevent,CA,59185,Écaillon
245901152,CA Coeur d'Ostrevent,CA,59203,Erre
245901152,CA Coeur d'Ostrevent,CA,59227,Fenain
245901152,CA Coeur d'Ostrevent,CA,59314,Hornaing
245901152,CA Coeur d'Ostrevent,CA,59345,Lewarde
245901152,CA Coeur d'Ostrevent,CA,59354,Loffre
245901152,CA Coeur d'Ostrevent,CA,59375,Marchiennes
245901152,CA Coeur d'Ostrevent,CA,59390,Masny
245901152,CA Coeur d'Ostrevent,CA,59409,Monchecourt
245901152,CA Coeur d'Ostrevent,CA,59414,Montigny-en-Ostrevent
245901152,CA Coeur d'Ostrevent,CA,59456,Pecquencourt
245901152,CA Coeur d'Ostrevent,CA,59501,Rieulay
245901152,CA Coeur d'Ostrevent,CA,59574,Somain
245901152,CA Coeur d'Ostrevent,CA,59596,Tilloy-lez-Marchiennes
245901152,CA Coeur d'Ostrevent,CA,59629,Vred
245901152,CA Coeur d'Ostrevent,CA,59637,Wandignies-Hamage
245901152,CA Coeur d'Ostrevent,CA,59642,Warlaing
245901160,CA Valenciennes Métropole,CA,59014,Anzin
245901160,CA Valenciennes Métropole,CA,59019,Artres
245901160,CA Valenciennes Métropole,CA,59027,Aubry-du-Hainaut
245901160,CA Valenciennes Métropole,CA,59032,Aulnoy-lez-Valenciennes
245901160,CA Valenciennes Métropole,CA,59079,Beuvrages
245901160,CA Valenciennes Métropole,CA,59112,Bruay-sur-l'Escaut
245901160,CA Valenciennes Métropole,CA,59153,Condé-sur-l'Escaut
245901160,CA Valenciennes Métropole,CA,59160,Crespin
245901160,CA Valenciennes Métropole,CA,59166,Curgies
245901160,CA Valenciennes Métropole,CA,59215,Estreux
245901160,CA Valenciennes Métropole,CA,59221,Famars
245901160,CA Valenciennes Métropole,CA,59253,Fresnes-sur-Escaut
245901160,CA Valenciennes Métropole,CA,59301,Hergnies
245901160,CA Valenciennes Métropole,CA,59369,Maing
245901160,CA Valenciennes Métropole,CA,59383,Marly
245901160,CA Valenciennes Métropole,CA,59407,Monchaux-sur-Écaillon
245901160,CA Valenciennes Métropole,CA,59444,Odomez
245901160,CA Valenciennes Métropole,CA,59447,Onnaing
245901160,CA Valenciennes Métropole,CA,59459,Petite-Forêt
245901160,CA Valenciennes Métropole,CA,59471,Préseau
245901160,CA Valenciennes Métropole,CA,59475,Prouvy
245901160,CA Valenciennes Métropole,CA,59479,Quarouble
245901160,CA Valenciennes Métropole,CA,59480,Quérénaing
245901160,CA Valenciennes Métropole,CA,59484,Quiévrechain
245901160,CA Valenciennes Métropole,CA,59505,Rombies-et-Marchipont
245901160,CA Valenciennes Métropole,CA,59515,Rouvignies
245901160,CA Valenciennes Métropole,CA,59530,Saint-Aybert
245901160,CA Valenciennes Métropole,CA,59544,Saint-Saulve
245901160,CA Valenciennes Métropole,CA,59557,Saultain
245901160,CA Valenciennes Métropole,CA,59559,Sebourg
245901160,CA Valenciennes Métropole,CA,59591,Thivencelle
245901160,CA Valenciennes Métropole,CA,59606,Valenciennes
245901160,CA Valenciennes Métropole,CA,59610,Verchain-Maugré
245901160,CA Valenciennes Métropole,CA,59613,Vicq
245901160,CA Valenciennes Métropole,CA,59616,Vieux-Condé
