code_commune,nom_commune,epci_nom,population,taux_chomage,total_etablissements,nb_actifs,nb_fermes,taux_mortalite,densite_commerciale,solde_net,score_mortalite,score_solde,score_densite,score_chomage,score_fragilite,quartile,cluster,profil,categorie_priorite
59132,CARNIERES,CA du Caudrésis et du Catésis,983.0,13.64,29,13,16,55.172413793103445,13.224821973550355,-3,13.79,0.13,21.95,8.89,44.76,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59133,CARNIN,Métropole Européenne de Lille,1105.0,5.53,17,10,7,41.17647058823529,9.049773755656108,3,10.29,0.09,22.91,3.6,36.9,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59134,CARTIGNIES,CC Coeur de l'Avesnois,1209.0,13.25,35,16,19,54.285714285714285,13.23407775020678,-3,13.57,0.13,21.95,8.63,44.28,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59135,CASSEL,CA Coeur de Flandre,2198.0,10.99,86,32,54,62.7906976744186,14.558689717925388,-22,15.7,0.25,21.64,7.16,44.75,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59136,LE CATEAU-CAMBRESIS,CA du Caudrésis et du Catésis,6764.0,29.48,344,140,204,59.30232558139535,20.69781194559432,-64,14.83,0.51,20.23,19.21,54.77,Q4-Fragile,1.0,Précaire,Priorité B
59137,CATILLON-SUR-SAMBRE,CA du Caudrésis et du Catésis,781.0,15.69,27,12,15,55.55555555555556,15.364916773367478,-3,13.89,0.13,21.46,10.22,45.7,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59138,CATTENIERES,CA du Caudrésis et du Catésis,689.0,9.24,23,11,12,52.17391304347826,15.965166908563136,-1,13.04,0.12,21.32,6.02,40.5,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59139,CAUDRY,CA du Caudrésis et du Catésis,13833.0,26.26,728,287,441,60.57692307692307,20.74748789127449,-154,15.14,1.07,20.22,17.11,53.54,Q4-Fragile,1.0,Précaire,Priorité B
59140,CAULLERY,CA du Caudrésis et du Catésis,467.0,12.28,9,4,5,55.55555555555556,8.565310492505352,-1,13.89,0.12,23.02,8.0,45.03,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59141,CAUROIR,CA de Cambrai,579.0,10.31,19,8,11,57.89473684210527,13.81692573402418,-3,14.47,0.13,21.81,6.72,43.14,Q2-Stable,0.0,Dynamique,Non prioritaire
59142,CERFONTAINE,CA Maubeuge Val de Sambre,646.0,8.83,9,3,6,66.66666666666666,4.643962848297213,-3,16.67,0.13,23.93,5.75,46.48,Q3-Fragilisé,3.0,Désertifié,Priorité B
59143,LA CHAPELLE-D'ARMENTIERES,Métropole Européenne de Lille,8754.0,9.13,253,97,156,61.6600790513834,11.08064884624172,-59,15.42,0.48,22.44,5.95,44.29,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59144,CHATEAU-L'ABBAYE,CA de la Porte du Hainaut,917.0,8.68,24,14,10,41.66666666666667,15.267175572519085,4,10.42,0.09,21.48,5.66,37.64,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59145,CHEMY,CC Pévèle-Carembault,766.0,4.25,15,9,6,40.0,11.74934725848564,3,10.0,0.09,22.29,2.77,35.15,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59146,CHERENG,Métropole Européenne de Lille,3078.0,6.41,66,29,37,56.060606060606055,9.421702404158545,-8,14.02,0.16,22.83,4.18,41.18,Q2-Stable,3.0,Désertifié,Non prioritaire
59147,CHOISIES,CC Coeur de l'Avesnois,43.0,4.17,1,1,0,0.0,23.25581395348837,1,0.0,0.11,19.64,2.72,22.46,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59148,CLAIRFAYTS,CC Coeur de l'Avesnois,357.0,16.62,12,4,8,66.66666666666666,11.204481792717088,-4,16.67,0.14,22.42,10.83,50.05,Q4-Fragile,1.0,Précaire,Priorité B
59149,CLARY,CA du Caudrésis et du Catésis,1088.0,11.24,28,15,13,46.42857142857143,13.786764705882351,2,11.61,0.1,21.82,7.32,40.85,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59150,COBRIEUX,CC Pévèle-Carembault,563.0,5.43,11,5,6,54.54545454545454,8.880994671403197,-1,13.64,0.12,22.95,3.54,40.25,Q1-Dynamique,3.0,Désertifié,Non prioritaire
59151,COLLERET,CA Maubeuge Val de Sambre,1541.0,10.5,29,11,18,62.06896551724138,7.138221933809215,-7,15.52,0.16,23.35,6.84,45.87,Q3-Fragilisé,3.0,Désertifié,Priorité B
59152,COMINES,Métropole Européenne de Lille,12731.0,11.85,339,142,197,58.11209439528023,11.153876364778888,-55,14.53,0.46,22.43,7.72,45.13,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59153,CONDE-SUR-L'ESCAUT,CA Valenciennes Métropole,9253.0,28.66,262,105,157,59.92366412213741,11.347671025613314,-52,14.98,0.44,22.38,18.67,56.47,Q4-Fragile,1.0,Précaire,Priorité B
59155,COUDEKERQUE-BRANCHE,CU de Dunkerque,20787.0,15.33,626,273,353,56.38977635782748,13.133208255159476,-80,14.1,0.61,21.97,9.99,46.67,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59156,COURCHELETTES,CA Douaisis Agglo,2855.0,13.55,71,30,41,57.74647887323944,10.507880910683012,-11,14.44,0.18,22.58,8.83,46.02,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59157,COUSOLRE,CA Maubeuge Val de Sambre,2153.0,18.11,87,37,50,57.47126436781609,17.18532280538783,-13,14.37,0.19,21.04,11.8,47.4,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59158,COUTICHES,CC Pévèle-Carembault,3436.0,5.61,87,39,48,55.172413793103445,11.350407450523866,-9,13.79,0.17,22.38,3.66,40.0,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59159,CRAYWICK,CU de Dunkerque,791.0,6.22,17,10,7,41.17647058823529,12.642225031605562,3,10.29,0.09,22.08,4.05,36.53,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59160,CRESPIN,CA Valenciennes Métropole,4532.0,22.59,87,38,49,56.32183908045977,8.384819064430715,-11,14.08,0.18,23.07,14.72,52.05,Q4-Fragile,1.0,Précaire,Priorité B
59161,CREVECŒUR-SUR-L'ESCAUT,CA de Cambrai,716.0,9.99,13,8,5,38.46153846153847,11.1731843575419,3,9.62,0.09,22.42,6.51,38.64,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59162,CROCHTE,CC des Hauts de Flandre,659.0,7.36,10,7,3,30.0,10.62215477996965,4,7.5,0.09,22.55,4.8,34.93,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59163,CROIX,Métropole Européenne de Lille,20566.0,14.33,848,319,529,62.38207547169812,15.51103763493144,-210,15.6,1.42,21.42,9.34,47.78,Q4-Fragile,1.0,Précaire,Non prioritaire
59164,CROIX-CALUYAU,CC du Pays de Mormal,238.0,9.22,4,1,3,75.0,4.201680672268908,-2,18.75,0.12,24.03,6.01,48.91,Q4-Fragile,3.0,Désertifié,Priorité B
59165,CUINCY,CA Douaisis Agglo,6467.0,13.05,153,62,91,59.47712418300654,9.587134683779189,-29,14.87,0.29,22.79,8.5,46.45,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59166,CURGIES,CA Valenciennes Métropole,1333.0,9.58,30,17,13,43.333333333333336,12.753188297074267,4,10.83,0.09,22.06,6.24,39.22,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59167,CUVILLERS,CA de Cambrai,177.0,13.25,5,3,2,40.0,16.949152542372882,1,10.0,0.11,21.09,8.63,39.83,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59168,CYSOING,CC Pévèle-Carembault,4839.0,9.12,204,92,112,54.90196078431373,19.012192601777222,-20,13.73,0.24,20.62,5.94,40.52,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59169,DAMOUSIES,CC Coeur de l'Avesnois,205.0,16.13,2,2,0,0.0,9.75609756097561,2,0.0,0.1,22.75,10.51,33.36,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59170,DECHY,CA Douaisis Agglo,5338.0,22.23,233,104,129,55.36480686695279,19.482952416635445,-25,13.84,0.27,20.51,14.48,49.1,Q4-Fragile,1.0,Précaire,Non prioritaire
59171,DEHERIES,CA du Caudrésis et du Catésis,43.0,0.0,2,0,2,100.0,0.0,-2,25.0,0.12,25.0,0.0,50.12,Q4-Fragile,3.0,Désertifié,Priorité A
59172,DENAIN,CA de la Porte du Hainaut,20665.0,31.94,1146,553,593,51.74520069808028,26.760222598596663,-40,12.94,0.36,18.83,20.81,52.94,Q4-Fragile,1.0,Précaire,Priorité B
59173,DEULEMONT,Métropole Européenne de Lille,1778.0,6.87,48,20,28,58.333333333333336,11.24859392575928,-8,14.58,0.16,22.41,4.48,41.63,Q2-Stable,3.0,Désertifié,Non prioritaire
59174,DIMECHAUX,CC Coeur de l'Avesnois,327.0,8.17,11,5,6,54.54545454545454,15.29051987767584,-1,13.64,0.12,21.47,5.32,40.55,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59175,DIMONT,CC Coeur de l'Avesnois,289.0,12.76,11,3,8,72.72727272727273,10.380622837370243,-5,18.18,0.14,22.61,8.31,49.25,Q4-Fragile,3.0,Désertifié,Non prioritaire
59176,DOIGNIES,CA de Cambrai,325.0,11.87,12,4,8,66.66666666666666,12.307692307692308,-4,16.67,0.14,22.16,7.73,46.7,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59177,DOMPIERRE-SUR-HELPE,CC Coeur de l'Avesnois,815.0,13.9,22,7,15,68.18181818181817,8.588957055214724,-8,17.05,0.16,23.02,9.06,49.28,Q4-Fragile,3.0,Désertifié,Non prioritaire
59178,DOUAI,CA Douaisis Agglo,40250.0,22.32,1890,630,1260,66.66666666666666,15.652173913043478,-630,16.67,4.05,21.39,14.54,56.65,Q4-Fragile,1.0,Précaire,Priorité B
59179,DOUCHY-LES-MINES,CA de la Porte du Hainaut,10109.0,18.21,262,116,146,55.72519083969466,11.474923335641508,-30,13.93,0.3,22.35,11.86,48.45,Q4-Fragile,1.0,Précaire,Non prioritaire
59180,LE DOULIEU,CA Coeur de Flandre,1436.0,4.36,38,17,21,55.26315789473685,11.838440111420612,-4,13.82,0.14,22.27,2.84,39.06,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59181,DOURLERS,CC Coeur de l'Avesnois,536.0,9.13,13,7,6,46.15384615384615,13.059701492537313,1,11.54,0.11,21.99,5.95,39.58,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59182,DRINCHAM,CC des Hauts de Flandre,281.0,11.42,7,1,6,85.71428571428571,3.558718861209964,-5,21.43,0.14,24.18,7.44,53.19,Q4-Fragile,3.0,Désertifié,Priorité B
59183,DUNKERQUE,CU de Dunkerque,86263.0,19.65,3832,1443,2389,62.34342379958247,16.727913473911176,-946,15.59,6.02,21.14,12.8,55.55,Q4-Fragile,1.0,Précaire,Priorité B
59184,EBBLINGHEM,CA Coeur de Flandre,660.0,7.72,10,5,5,50.0,7.575757575757575,0,12.5,0.11,23.25,5.03,40.9,Q1-Dynamique,0.0,Dynamique,Priorité B
59185,ECAILLON,CA Coeur d'Ostrevent,1869.0,16.71,27,16,11,40.74074074074074,8.560727661851258,5,10.19,0.08,23.03,10.89,44.18,Q2-Stable,0.0,Dynamique,Non prioritaire
59186,ECCLES,CC Coeur de l'Avesnois,94.0,5.13,1,0,1,100.0,0.0,-1,25.0,0.12,25.0,3.34,53.46,Q4-Fragile,3.0,Désertifié,Priorité A
59187,ECLAIBES,CA Maubeuge Val de Sambre,269.0,6.41,5,2,3,60.0,7.434944237918216,-1,15.0,0.12,23.29,4.18,42.58,Q2-Stable,3.0,Désertifié,Priorité B
59188,ECUELIN,CA Maubeuge Val de Sambre,145.0,7.69,5,1,4,80.0,6.896551724137932,-3,20.0,0.13,23.41,5.01,48.55,Q4-Fragile,3.0,Désertifié,Priorité B
59189,EECKE,CA Coeur de Flandre,1213.0,5.85,29,12,17,58.620689655172406,9.89282769991756,-5,14.66,0.14,22.72,3.81,41.33,Q2-Stable,3.0,Désertifié,Non prioritaire
59190,ELESMES,CA Maubeuge Val de Sambre,1013.0,7.5,25,13,12,48.0,12.833168805528135,1,12.0,0.11,22.04,4.89,39.03,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59191,ELINCOURT,CA du Caudrésis et du Catésis,606.0,15.79,26,11,15,57.692307692307686,18.15181518151816,-4,14.42,0.14,20.81,10.29,45.66,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59192,EMERCHICOURT,CA de la Porte du Hainaut,804.0,10.86,23,9,14,60.86956521739131,11.194029850746269,-5,15.22,0.14,22.42,7.08,44.86,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59193,EMMERIN,Métropole Européenne de Lille,3026.0,7.36,52,24,28,53.84615384615385,7.931262392597489,-4,13.46,0.14,23.17,4.8,41.57,Q2-Stable,3.0,Désertifié,Priorité B
59194,ENGLEFONTAINE,CC du Pays de Mormal,1291.0,15.34,34,18,16,47.05882352941176,13.942680092951202,2,11.76,0.1,21.78,9.99,43.64,Q2-Stable,0.0,Dynamique,Non prioritaire
59195,ENGLOS,Métropole Européenne de Lille,618.0,7.8,124,67,57,45.96774193548387,108.41423948220064,10,11.49,0.05,0.0,5.08,16.62,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59196,ENNETIERES-EN-WEPPES,Métropole Européenne de Lille,1280.0,5.71,75,44,31,41.333333333333336,34.375,13,10.33,0.03,17.07,3.72,31.16,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59197,ENNEVELIN,CC Pévèle-Carembault,2416.0,4.92,70,27,43,61.42857142857143,11.175496688741722,-16,15.36,0.21,22.42,3.21,41.2,Q2-Stable,3.0,Désertifié,Non prioritaire
59198,EPPE-SAUVAGE,CC du Sud Avesnois,237.0,9.85,15,8,7,46.66666666666666,33.755274261603375,1,11.67,0.11,17.22,6.42,35.41,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59199,ERCHIN,CA Douaisis Agglo,670.0,10.43,8,3,5,62.5,4.477611940298507,-2,15.62,0.12,23.97,6.8,46.51,Q3-Fragilisé,3.0,Désertifié,Priorité B
59200,ERINGHEM,CC des Hauts de Flandre,462.0,5.85,8,2,6,75.0,4.329004329004329,-4,18.75,0.14,24.0,3.81,46.7,Q3-Fragilisé,3.0,Désertifié,Priorité B
59201,ERQUINGHEM-LE-SEC,Métropole Européenne de Lille,620.0,5.48,12,4,8,66.66666666666666,6.451612903225807,-4,16.67,0.14,23.51,3.57,43.89,Q2-Stable,3.0,Désertifié,Priorité B
59202,ERQUINGHEM-LYS,Métropole Européenne de Lille,5341.0,7.36,150,47,103,68.66666666666667,8.799850215315484,-56,17.17,0.46,22.97,4.8,45.4,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59203,ERRE,CA Coeur d'Ostrevent,1586.0,9.5,43,13,30,69.76744186046511,8.19672131147541,-17,17.44,0.22,23.11,6.19,46.96,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59204,ESCARMAIN,CC du Pays Solesmois,479.0,8.24,11,3,8,72.72727272727273,6.263048016701462,-5,18.18,0.14,23.56,5.37,47.25,Q3-Fragilisé,3.0,Désertifié,Priorité B
59205,ESCAUDAIN,CA de la Porte du Hainaut,9039.0,21.14,263,123,140,53.2319391634981,13.607699966810488,-17,13.31,0.22,21.86,13.77,49.16,Q4-Fragile,1.0,Précaire,Non prioritaire
59206,ESCAUDOEUVRES,CA de Cambrai,3171.0,19.15,117,51,66,56.41025641025641,16.08325449385052,-15,14.1,0.21,21.29,12.48,48.08,Q4-Fragile,1.0,Précaire,Non prioritaire
59207,ESCAUTPONT,CA de la Porte du Hainaut,4202.0,27.35,81,37,44,54.32098765432099,8.805330794859591,-7,13.58,0.16,22.97,17.82,54.53,Q4-Fragile,1.0,Précaire,Priorité B
59208,ESCOBECQUES,Métropole Européenne de Lille,302.0,3.61,6,2,4,66.66666666666666,6.622516556291391,-2,16.67,0.12,23.47,2.35,42.62,Q2-Stable,3.0,Désertifié,Priorité B
59209,ESNES,CA de Cambrai,656.0,16.22,10,2,8,80.0,3.048780487804878,-6,20.0,0.15,24.3,10.57,55.02,Q4-Fragile,3.0,Désertifié,Priorité B
59210,ESQUELBECQ,CC des Hauts de Flandre,2137.0,7.59,50,22,28,56.00000000000001,10.294805802526907,-6,14.0,0.15,22.63,4.95,41.72,Q2-Stable,3.0,Désertifié,Non prioritaire
59211,ESQUERCHIN,CA Douaisis Agglo,893.0,11.25,20,8,12,60.0,8.958566629339305,-4,15.0,0.14,22.93,7.33,45.4,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59212,ESTAIRES,CC Flandre Lys,6525.0,11.46,247,112,135,54.655870445344135,17.164750957854405,-23,13.66,0.26,21.04,7.47,42.43,Q2-Stable,0.0,Dynamique,Non prioritaire
59213,ESTOURMEL,CA du Caudrésis et du Catésis,475.0,6.32,12,3,9,75.0,6.315789473684211,-6,18.75,0.15,23.54,4.12,46.56,Q3-Fragilisé,3.0,Désertifié,Priorité B
59214,ESTREES,CA Douaisis Agglo,1134.0,8.14,25,8,17,68.0,7.0546737213403885,-9,17.0,0.17,23.37,5.3,45.85,Q3-Fragilisé,3.0,Désertifié,Priorité B
59215,ESTREUX,CA Valenciennes Métropole,937.0,7.36,26,9,17,65.38461538461539,9.6051227321238,-8,16.35,0.16,22.79,4.8,44.09,Q2-Stable,3.0,Désertifié,Non prioritaire
59216,ESWARS,CA de Cambrai,363.0,8.65,9,2,7,77.77777777777779,5.5096418732782375,-5,19.44,0.14,23.73,5.64,48.95,Q4-Fragile,3.0,Désertifié,Priorité B
59217,ETH,CC du Pays de Mormal,328.0,4.57,6,2,4,66.66666666666666,6.097560975609756,-2,16.67,0.12,23.59,2.98,43.36,Q2-Stable,3.0,Désertifié,Priorité B
59218,ETRŒUNGT,CC Coeur de l'Avesnois,1233.0,11.58,40,19,21,52.5,15.4095701540957,-2,13.12,0.12,21.45,7.54,42.24,Q2-Stable,0.0,Dynamique,Non prioritaire
59219,ESTRUN,CA de Cambrai,725.0,7.32,17,9,8,47.05882352941176,12.413793103448276,1,11.76,0.11,22.14,4.77,38.78,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59220,FACHES-THUMESNIL,Métropole Européenne de Lille,18619.0,12.51,736,320,416,56.52173913043478,17.186744723132286,-96,14.13,0.71,21.04,8.15,44.03,Q2-Stable,0.0,Dynamique,Non prioritaire
59221,FAMARS,CA Valenciennes Métropole,2474.0,19.33,60,29,31,51.66666666666667,11.721907841552142,-2,12.92,0.12,22.3,12.59,47.93,Q4-Fragile,1.0,Précaire,Non prioritaire
59222,FAUMONT,CA Douaisis Agglo,2278.0,5.61,58,15,43,74.13793103448276,6.584723441615452,-28,18.53,0.29,23.48,3.66,45.96,Q3-Fragilisé,3.0,Désertifié,Priorité B
59223,LE FAVRIL,CC du Pays de Mormal,506.0,14.25,15,5,10,66.66666666666666,9.881422924901186,-5,16.67,0.14,22.72,9.28,48.82,Q4-Fragile,3.0,Désertifié,Non prioritaire
59224,FECHAIN,CA Douaisis Agglo,1635.0,14.78,44,21,23,52.27272727272727,12.844036697247706,-2,13.07,0.12,22.04,9.63,44.86,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59225,FEIGNIES,CA Maubeuge Val de Sambre,6703.0,20.34,226,96,130,57.52212389380531,14.321945397583171,-34,14.38,0.32,21.7,13.25,49.66,Q4-Fragile,1.0,Précaire,Non prioritaire
59226,FELLERIES,CC Coeur de l'Avesnois,1433.0,12.79,39,13,26,66.66666666666666,9.071877180739708,-13,16.67,0.19,22.91,8.33,48.1,Q4-Fragile,3.0,Désertifié,Non prioritaire
59227,FENAIN,CA Coeur d'Ostrevent,5441.0,18.54,125,55,70,56.00000000000001,10.10843594927403,-15,14.0,0.21,22.67,12.08,48.95,Q4-Fragile,1.0,Précaire,Non prioritaire
59228,FERIN,CA Douaisis Agglo,1432.0,6.26,46,22,24,52.17391304347826,15.363128491620111,-2,13.04,0.12,21.46,4.08,38.7,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59229,FERON,CC du Sud Avesnois,514.0,8.67,15,5,10,66.66666666666666,9.727626459143968,-5,16.67,0.14,22.76,5.65,45.22,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59230,FERRIERE-LA-GRANDE,CA Maubeuge Val de Sambre,5131.0,19.89,134,71,63,47.01492537313433,13.837458585071136,8,11.75,0.06,21.81,12.96,46.58,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59231,FERRIERE-LA-PETITE,CA Maubeuge Val de Sambre,1024.0,14.6,20,8,12,60.0,7.8125,-4,15.0,0.14,23.2,9.51,47.85,Q4-Fragile,3.0,Désertifié,Priorité B
59232,LA FLAMENGRIE,CC du Pays de Mormal,431.0,6.5,7,2,5,71.42857142857143,4.640371229698376,-3,17.86,0.13,23.93,4.24,46.15,Q3-Fragilisé,3.0,Désertifié,Priorité B
59233,FLAUMONT-WAUDRECHIES,CC Coeur de l'Avesnois,342.0,15.08,6,1,5,83.33333333333334,2.923976608187134,-4,20.83,0.14,24.33,9.83,55.12,Q4-Fragile,3.0,Désertifié,Priorité B
59234,FLERS-EN-ESCREBIEUX,CA Douaisis Agglo,5424.0,15.91,293,128,165,56.31399317406144,23.59882005899705,-37,14.08,0.34,19.56,10.37,44.35,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59236,FLESQUIERES,CA de Cambrai,276.0,12.61,10,3,7,70.0,10.869565217391305,-4,17.5,0.14,22.49,8.22,48.35,Q4-Fragile,3.0,Désertifié,Non prioritaire
59237,FLETRE,CA Coeur de Flandre,923.0,7.1,19,10,9,47.368421052631575,10.834236186348862,1,11.84,0.11,22.5,4.63,39.08,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59238,FLINES-LES-MORTAGNE,CA de la Porte du Hainaut,1685.0,9.34,36,12,24,66.66666666666666,7.121661721068249,-12,16.67,0.19,23.36,6.09,46.3,Q3-Fragilisé,3.0,Désertifié,Priorité B
59239,FLINES-LEZ-RACHES,CA Douaisis Agglo,5745.0,9.96,171,66,105,61.40350877192983,11.488250652741517,-39,15.35,0.36,22.35,6.49,44.55,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59240,FLOURSIES,CC Coeur de l'Avesnois,131.0,10.17,4,3,1,25.0,22.900763358778622,2,6.25,0.1,19.72,6.63,32.7,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59241,FLOYON,CC Coeur de l'Avesnois,505.0,15.42,14,7,7,50.0,13.86138613861386,0,12.5,0.11,21.8,10.05,44.46,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59242,FONTAINE-AU-BOIS,CC du Pays de Mormal,687.0,10.24,21,7,14,66.66666666666666,10.189228529839882,-7,16.67,0.16,22.65,6.67,46.15,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59243,FONTAINE-AU-PIRE,CA du Caudrésis et du Catésis,1214.0,13.1,34,17,17,50.0,14.00329489291598,0,12.5,0.11,21.77,8.54,42.92,Q2-Stable,0.0,Dynamique,Non prioritaire
59244,FONTAINE-NOTRE-DAME,CA de Cambrai,1754.0,10.01,43,20,23,53.48837209302325,11.402508551881414,-3,13.37,0.13,22.37,6.52,42.4,Q2-Stable,0.0,Dynamique,Non prioritaire
59246,FOREST-EN-CAMBRESIS,CC du Pays de Mormal,549.0,8.67,16,7,9,56.25,12.750455373406192,-2,14.06,0.12,22.06,5.65,41.9,Q2-Stable,0.0,Dynamique,Non prioritaire
59247,FOREST-SUR-MARQUE,Métropole Européenne de Lille,1662.0,8.04,32,9,23,71.875,5.415162454873647,-14,17.97,0.2,23.75,5.24,47.16,Q3-Fragilisé,3.0,Désertifié,Priorité B
59249,FOURMIES,CC du Sud Avesnois,11449.0,27.81,623,242,381,61.15569823434992,21.13721722421172,-139,15.29,0.98,20.13,18.12,54.51,Q4-Fragile,1.0,Précaire,Priorité B
59250,FOURNES-EN-WEPPES,Métropole Européenne de Lille,2179.0,6.1,45,26,19,42.22222222222222,11.932078935291418,7,10.56,0.07,22.25,3.97,36.85,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59251,FRASNOY,CC du Pays de Mormal,389.0,8.29,13,5,8,61.53846153846154,12.853470437017997,-3,15.38,0.13,22.04,5.4,42.95,Q2-Stable,3.0,Désertifié,Non prioritaire
59252,FRELINGHIEN,Métropole Européenne de Lille,2609.0,7.08,66,30,36,54.54545454545454,11.498658489842851,-6,13.64,0.15,22.35,4.61,40.75,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59253,FRESNES-SUR-ESCAUT,CA Valenciennes Métropole,7354.0,23.75,208,98,110,52.88461538461539,13.326081044329616,-12,13.22,0.19,21.93,15.47,50.81,Q4-Fragile,1.0,Précaire,Priorité B
59254,FRESSAIN,CA Douaisis Agglo,919.0,8.07,15,8,7,46.66666666666666,8.705114254624592,1,11.67,0.11,22.99,5.26,40.02,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59255,FRESSIES,CA de Cambrai,571.0,10.4,22,8,14,63.63636363636363,14.010507880910684,-6,15.91,0.15,21.77,6.78,44.6,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59256,FRETIN,Métropole Européenne de Lille,3214.0,7.05,126,43,83,65.87301587301587,13.378967019290604,-40,16.47,0.36,21.91,4.59,43.34,Q2-Stable,3.0,Désertifié,Non prioritaire
59257,FROMELLES,Métropole Européenne de Lille,1161.0,5.76,19,11,8,42.10526315789473,9.474590869939709,3,10.53,0.09,22.82,3.75,37.19,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59258,GENECH,CC Pévèle-Carembault,2803.0,4.99,65,27,38,58.46153846153847,9.632536567962896,-11,14.62,0.18,22.78,3.25,40.83,Q1-Dynamique,3.0,Désertifié,Non prioritaire
59259,GHISSIGNIES,CC du Pays de Mormal,505.0,9.0,11,2,9,81.81818181818183,3.96039603960396,-7,20.45,0.16,24.09,5.86,50.56,Q4-Fragile,3.0,Désertifié,Priorité B
59260,GHYVELDE,CU de Dunkerque,4133.0,8.31,101,39,62,61.38613861386138,9.436244858456329,-23,15.35,0.26,22.82,5.41,43.84,Q2-Stable,3.0,Désertifié,Non prioritaire
59261,GLAGEON,CC du Sud Avesnois,1699.0,19.89,52,25,27,51.92307692307693,14.714537963507944,-2,12.98,0.12,21.61,12.96,47.67,Q4-Fragile,1.0,Précaire,Non prioritaire
59262,GODEWAERSVELDE,CA Coeur de Flandre,2024.0,6.67,37,19,18,48.64864864864865,9.387351778656129,1,12.16,0.11,22.84,4.35,39.45,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59263,GŒULZIN,CA Douaisis Agglo,1070.0,7.61,15,6,9,60.0,5.607476635514018,-3,15.0,0.13,23.71,4.96,43.8,Q2-Stable,3.0,Désertifié,Priorité B
59264,GOGNIES-CHAUSSEE,CA Maubeuge Val de Sambre,723.0,14.99,11,4,7,63.63636363636363,5.532503457814661,-3,15.91,0.13,23.72,9.77,49.53,Q4-Fragile,3.0,Désertifié,Priorité B
59265,GOMMEGNIES,CC du Pays de Mormal,2264.0,8.32,56,25,31,55.35714285714286,11.042402826855124,-6,13.84,0.15,22.45,5.42,41.86,Q2-Stable,0.0,Dynamique,Non prioritaire
59266,GONDECOURT,CC Pévèle-Carembault,4148.0,6.68,112,46,66,58.92857142857143,11.089681774349083,-20,14.73,0.24,22.44,4.35,41.76,Q2-Stable,3.0,Désertifié,Non prioritaire
59267,GONNELIEU,CA de Cambrai,279.0,11.17,8,4,4,50.0,14.336917562724013,0,12.5,0.11,21.69,7.28,41.58,Q2-Stable,0.0,Dynamique,Non prioritaire
