code_commune,nom_commune,epci_nom,population,taux_chomage,total_etablissements,nb_actifs,nb_fermes,taux_mortalite,densite_commerciale,solde_net,score_mortalite,score_solde,score_densite,score_chomage,score_fragilite,quartile,cluster,profil,categorie_priorite
59268,LA GORGUE,CC Flandre Lys,5616.0,11.03,185,100,85,45.94594594594595,17.806267806267808,15,11.49,0.02,20.89,7.19,39.59,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59269,GOUZEAUCOURT,CA de Cambrai,1413.0,16.99,60,24,36,60.0,16.985138004246284,-12,15.0,0.19,21.08,11.07,47.34,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59270,GRAND-FAYT,CC Coeur de l'Avesnois,473.0,14.64,12,7,5,41.66666666666667,14.799154334038056,2,10.42,0.1,21.59,9.54,41.64,Q2-Stable,0.0,Dynamique,Non prioritaire
59271,GRANDE-SYNTHE,CU de Dunkerque,20239.0,26.79,707,271,436,61.66902404526167,13.38998962399328,-165,15.42,1.14,21.91,17.46,55.93,Q4-Fragile,1.0,Précaire,Priorité B
59272,GRAND-FORT-PHILIPPE,CU de Dunkerque,4887.0,13.75,107,48,59,55.140186915887845,9.821976672805404,-11,13.79,0.18,22.74,8.96,45.66,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59273,GRAVELINES,CU de Dunkerque,11430.0,12.83,321,129,192,59.813084112149525,11.286089238845143,-63,14.95,0.51,22.4,8.36,46.22,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59274,LA GROISE,CA du Caudrésis et du Catésis,464.0,8.81,11,4,7,63.63636363636363,8.620689655172413,-3,15.91,0.13,23.01,5.74,44.79,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59275,GRUSON,Métropole Européenne de Lille,1207.0,5.84,33,16,17,51.51515151515152,13.256006628003313,-1,12.88,0.12,21.94,3.81,38.75,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59276,GUESNAIN,CA Douaisis Agglo,4635.0,18.82,112,40,72,64.28571428571429,8.629989212513484,-32,16.07,0.31,23.01,12.26,51.66,Q4-Fragile,1.0,Précaire,Priorité B
59277,GUSSIGNIES,CC du Pays de Mormal,353.0,12.92,11,5,6,54.54545454545454,14.1643059490085,-1,13.64,0.12,21.73,8.42,43.91,Q2-Stable,0.0,Dynamique,Non prioritaire
59278,HALLENNES-LEZ-HAUBOURDIN,Métropole Européenne de Lille,4683.0,7.25,148,83,65,43.91891891891892,17.723681400811447,18,10.98,0.0,20.91,4.72,36.62,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59279,HALLUIN,Métropole Européenne de Lille,20715.0,12.85,657,262,395,60.12176560121766,12.647839729664494,-133,15.03,0.94,22.08,8.37,46.43,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59280,HAMEL,CA Douaisis Agglo,797.0,12.5,19,7,12,63.1578947368421,8.782936010037641,-5,15.79,0.14,22.97,8.14,47.05,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59281,HANTAY,Métropole Européenne de Lille,1244.0,8.31,28,11,17,60.71428571428571,8.842443729903538,-6,15.18,0.15,22.96,5.41,43.7,Q2-Stable,3.0,Désertifié,Non prioritaire
59282,HARDIFORT,CA Coeur de Flandre,385.0,6.15,8,4,4,50.0,10.38961038961039,0,12.5,0.11,22.6,4.01,39.22,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59283,HARGNIES,CC du Pays de Mormal,599.0,6.45,18,8,10,55.55555555555556,13.35559265442404,-2,13.89,0.12,21.92,4.2,40.14,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59284,HASNON,CA de la Porte du Hainaut,3849.0,8.47,119,53,66,55.46218487394958,13.769810340348142,-13,13.87,0.19,21.82,5.52,41.4,Q2-Stable,0.0,Dynamique,Non prioritaire
59285,HASPRES,CA de la Porte du Hainaut,2626.0,14.03,56,28,28,50.0,10.662604722010665,0,12.5,0.11,22.54,9.14,44.29,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59286,HAUBOURDIN,Métropole Européenne de Lille,15074.0,12.82,447,187,260,58.16554809843401,12.405466365928088,-73,14.54,0.57,22.14,8.35,45.6,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59287,HAUCOURT-EN-CAMBRESIS,CA du Caudrésis et du Catésis,193.0,8.08,5,1,4,80.0,5.181347150259067,-3,20.0,0.13,23.81,5.26,49.2,Q4-Fragile,3.0,Désertifié,Priorité B
59288,HAULCHIN,CA de la Porte du Hainaut,2281.0,15.6,45,21,24,53.333333333333336,9.20648838228847,-3,13.33,0.13,22.88,10.16,46.51,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59289,HAUSSY,CC du Pays Solesmois,1451.0,9.75,31,19,12,38.70967741935484,13.094417643004824,7,9.68,0.07,21.98,6.35,38.08,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59290,HAUT-LIEU,CC Coeur de l'Avesnois,361.0,12.86,7,3,4,57.14285714285714,8.310249307479225,-1,14.29,0.12,23.08,8.38,45.87,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59291,HAUTMONT,CA Maubeuge Val de Sambre,14152.0,28.41,503,203,300,59.64214711729622,14.344262295081968,-97,14.91,0.72,21.69,18.51,55.83,Q4-Fragile,1.0,Précaire,Priorité B
59292,HAVELUY,CA de la Porte du Hainaut,3222.0,20.89,77,24,53,68.83116883116884,7.4487895716946,-29,17.21,0.29,23.28,13.61,54.39,Q4-Fragile,1.0,Précaire,Priorité B
59293,HAVERSKERQUE,CC Flandre Lys,1376.0,8.69,41,24,17,41.46341463414634,17.44186046511628,7,10.37,0.07,20.98,5.66,37.07,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59294,HAYNECOURT,CA de Cambrai,307.0,9.32,13,9,4,30.76923076923077,29.31596091205212,5,7.69,0.08,18.24,6.07,32.09,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59295,HAZEBROUCK,CA Coeur de Flandre,21912.0,12.65,879,412,467,53.12855517633675,18.802482657904346,-55,13.28,0.46,20.66,8.24,42.64,Q2-Stable,0.0,Dynamique,Non prioritaire
59296,HECQ,CC du Pays de Mormal,353.0,11.38,6,1,5,83.33333333333334,2.8328611898017,-4,20.83,0.14,24.35,7.41,52.73,Q4-Fragile,3.0,Désertifié,Priorité B
59297,HELESMES,CA de la Porte du Hainaut,1907.0,9.61,36,15,21,58.333333333333336,7.865757734661773,-6,14.58,0.15,23.19,6.26,44.18,Q2-Stable,3.0,Désertifié,Priorité B
59299,HEM,Métropole Européenne de Lille,18582.0,15.97,537,192,345,64.24581005586593,10.332579916047788,-153,16.06,1.07,22.62,10.41,50.15,Q4-Fragile,1.0,Précaire,Priorité B
59300,HEM-LENGLET,CA de Cambrai,565.0,19.01,9,3,6,66.66666666666666,5.3097345132743365,-3,16.67,0.13,23.78,12.39,52.96,Q4-Fragile,1.0,Précaire,Priorité B
59301,HERGNIES,CA Valenciennes Métropole,4479.0,9.86,102,54,48,47.05882352941176,12.056262558606832,6,11.76,0.07,22.22,6.42,40.48,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59302,HERIN,CA de la Porte du Hainaut,4169.0,15.89,84,40,44,52.38095238095239,9.594627008875031,-4,13.1,0.14,22.79,10.35,46.37,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59303,HERLIES,Métropole Européenne de Lille,2267.0,8.03,63,27,36,57.14285714285714,11.910013233348035,-9,14.29,0.17,22.25,5.23,41.94,Q2-Stable,0.0,Dynamique,Non prioritaire
59304,HERRIN,CC Pévèle-Carembault,425.0,8.25,13,4,9,69.23076923076923,9.411764705882351,-5,17.31,0.14,22.83,5.38,45.66,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59305,HERZEELE,CC des Hauts de Flandre,1638.0,6.1,45,25,20,44.44444444444444,15.262515262515263,5,11.11,0.08,21.48,3.97,36.65,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59306,HESTRUD,CC Coeur de l'Avesnois,288.0,14.55,4,3,1,25.0,10.416666666666668,2,6.25,0.1,22.6,9.48,38.43,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59307,HOLQUE,CC des Hauts de Flandre,837.0,13.27,24,11,13,54.16666666666666,13.142174432497011,-2,13.54,0.12,21.97,8.65,44.28,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59308,HONDEGHEM,CA Coeur de Flandre,916.0,7.3,25,14,11,44.0,15.283842794759824,3,11.0,0.09,21.48,4.76,37.33,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59309,HONDSCHOOTE,CC des Hauts de Flandre,3957.0,14.72,104,45,59,56.730769230769226,11.372251705837757,-14,14.18,0.2,22.38,9.59,46.35,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59310,HON-HERGIES,CC du Pays de Mormal,867.0,9.0,17,6,11,64.70588235294117,6.920415224913495,-5,16.18,0.14,23.4,5.86,45.59,Q3-Fragilisé,3.0,Désertifié,Priorité B
59311,HONNECHY,CA du Caudrésis et du Catésis,541.0,21.89,17,9,8,47.05882352941176,16.635859519408502,1,11.76,0.11,21.16,14.26,47.3,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59312,HONNECOURT-SUR-ESCAUT,CA de Cambrai,710.0,16.31,17,9,8,47.05882352941176,12.67605633802817,1,11.76,0.11,22.08,10.63,44.57,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59313,HORDAIN,CA de la Porte du Hainaut,1446.0,10.82,34,18,16,47.05882352941176,12.448132780082988,2,11.76,0.1,22.13,7.05,41.04,Q2-Stable,0.0,Dynamique,Non prioritaire
59314,HORNAING,CA Coeur d'Ostrevent,3496.0,12.51,88,36,52,59.09090909090909,10.297482837528603,-16,14.77,0.21,22.63,8.15,45.76,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59315,HOUDAIN-LEZ-BAVAY,CC du Pays de Mormal,902.0,9.91,14,7,7,50.0,7.760532150776053,0,12.5,0.11,23.21,6.46,42.28,Q2-Stable,0.0,Dynamique,Priorité B
59316,HOUPLIN-ANCOISNE,Métropole Européenne de Lille,3326.0,9.59,62,27,35,56.451612903225815,8.117859290438966,-8,14.11,0.16,23.13,6.25,43.65,Q2-Stable,3.0,Désertifié,Non prioritaire
59317,HOUPLINES,Métropole Européenne de Lille,7921.0,12.98,221,73,148,66.9683257918552,9.216008079787905,-75,16.74,0.58,22.87,8.46,48.65,Q4-Fragile,3.0,Désertifié,Non prioritaire
59318,HOUTKERQUE,CA Coeur de Flandre,978.0,6.22,17,6,11,64.70588235294117,6.134969325153374,-5,16.18,0.14,23.59,4.05,43.96,Q2-Stable,3.0,Désertifié,Priorité B
59319,HOYMILLE,CC des Hauts de Flandre,3259.0,8.56,59,30,29,49.15254237288136,9.205277692543726,1,12.29,0.11,22.88,5.58,40.85,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59320,ILLIES,Métropole Européenne de Lille,1712.0,6.33,45,26,19,42.22222222222222,15.186915887850468,7,10.56,0.07,21.5,4.12,36.25,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59321,INCHY,CA du Caudrésis et du Catésis,619.0,18.21,27,8,19,70.37037037037037,12.924071082390954,-11,17.59,0.18,22.02,11.86,51.66,Q4-Fragile,1.0,Précaire,Priorité B
59322,IWUY,CA de Cambrai,3403.0,18.61,114,45,69,60.526315789473685,13.223626212165737,-24,15.13,0.26,21.95,12.13,49.47,Q4-Fragile,1.0,Précaire,Non prioritaire
59323,JENLAIN,CC du Pays de Mormal,1115.0,8.14,28,18,10,35.714285714285715,16.143497757847534,8,8.93,0.06,21.28,5.3,35.57,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59324,JEUMONT,CA Maubeuge Val de Sambre,10160.0,28.09,348,149,199,57.18390804597702,14.66535433070866,-50,14.3,0.42,21.62,18.3,54.64,Q4-Fragile,1.0,Précaire,Priorité B
59325,JOLIMETZ,CC du Pays de Mormal,856.0,6.68,16,8,8,50.0,9.345794392523365,0,12.5,0.11,22.84,4.35,39.81,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59326,KILLEM,CC des Hauts de Flandre,1164.0,9.7,24,12,12,50.0,10.309278350515465,0,12.5,0.11,22.62,6.32,41.56,Q2-Stable,0.0,Dynamique,Non prioritaire
59327,LALLAING,CA Douaisis Agglo,6287.0,19.97,152,58,94,61.8421052631579,9.225385716557977,-36,15.46,0.34,22.87,13.01,51.68,Q4-Fragile,1.0,Précaire,Priorité B
59328,LAMBERSART,Métropole Européenne de Lille,27090.0,9.65,783,319,464,59.25925925925925,11.775562938353636,-145,14.81,1.02,22.28,6.29,44.4,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59329,LAMBRES-LEZ-DOUAI,CA Douaisis Agglo,4883.0,15.79,134,59,75,55.970149253731336,12.08273602293672,-16,13.99,0.21,22.21,10.29,46.71,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59330,LANDAS,CC Pévèle-Carembault,2518.0,6.82,72,24,48,66.66666666666666,9.531374106433676,-24,16.67,0.26,22.8,4.44,44.17,Q2-Stable,3.0,Désertifié,Non prioritaire
59331,LANDRECIES,CC du Pays de Mormal,3407.0,18.81,156,64,92,58.97435897435898,18.784854710889345,-28,14.74,0.29,20.67,12.26,47.95,Q4-Fragile,1.0,Précaire,Non prioritaire
59332,LANNOY,Métropole Européenne de Lille,1812.0,16.96,88,32,56,63.63636363636363,17.660044150110373,-24,15.91,0.26,20.93,11.05,48.15,Q4-Fragile,1.0,Précaire,Non prioritaire
59333,LAROUILLIES,CC Coeur de l'Avesnois,231.0,12.12,5,3,2,40.0,12.987012987012989,1,10.0,0.11,22.01,7.9,40.01,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59334,LAUWIN-PLANQUE,CA Douaisis Agglo,1608.0,12.82,21,10,11,52.38095238095239,6.218905472636815,-1,13.1,0.12,23.57,8.35,45.13,Q3-Fragilisé,3.0,Désertifié,Priorité B
59335,LECELLES,CA de la Porte du Hainaut,3046.0,7.32,65,28,37,56.92307692307692,9.192383453709784,-9,14.23,0.17,22.88,4.77,42.05,Q2-Stable,3.0,Désertifié,Non prioritaire
59336,LECLUSE,CA Douaisis Agglo,1346.0,12.47,29,13,16,55.172413793103445,9.658246656760772,-3,13.79,0.13,22.77,8.12,44.82,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59337,LEDERZEELE,CC des Hauts de Flandre,703.0,6.35,17,10,7,41.17647058823529,14.224751066856332,3,10.29,0.09,21.72,4.14,36.24,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59338,LEDRINGHEM,CC des Hauts de Flandre,611.0,5.6,5,2,3,60.0,3.2733224222585924,-1,15.0,0.12,24.25,3.65,43.01,Q2-Stable,3.0,Désertifié,Priorité B
59339,LEERS,Métropole Européenne de Lille,9521.0,10.47,350,146,204,58.285714285714285,15.334523684486925,-58,14.57,0.47,21.46,6.82,43.33,Q2-Stable,0.0,Dynamique,Non prioritaire
59340,LEFFRINCKOUCKE,CU de Dunkerque,4078.0,12.48,64,25,39,60.9375,6.1304561059342815,-14,15.23,0.2,23.59,8.13,47.15,Q3-Fragilisé,3.0,Désertifié,Priorité B
59341,LESDAIN,CA de Cambrai,432.0,10.15,12,0,12,100.0,0.0,-12,25.0,0.19,25.0,6.61,56.8,Q4-Fragile,3.0,Désertifié,Priorité A
59342,LEZ-FONTAINE,CC Coeur de l'Avesnois,236.0,10.42,4,0,4,100.0,0.0,-4,25.0,0.14,25.0,6.79,56.93,Q4-Fragile,3.0,Désertifié,Priorité A
59343,LESQUIN,Métropole Européenne de Lille,9600.0,8.57,297,134,163,54.882154882154886,13.958333333333334,-29,13.72,0.29,21.78,5.58,41.38,Q2-Stable,0.0,Dynamique,Non prioritaire
59344,LEVAL,CA Maubeuge Val de Sambre,2474.0,15.79,52,30,22,42.30769230769231,12.126111560226352,8,10.58,0.06,22.2,10.29,43.13,Q2-Stable,0.0,Dynamique,Non prioritaire
59345,LEWARDE,CA Coeur d'Ostrevent,2353.0,20.05,56,17,39,69.64285714285714,7.224819379515512,-22,17.41,0.25,23.33,13.06,54.06,Q4-Fragile,1.0,Précaire,Priorité B
59346,LEZENNES,Métropole Européenne de Lille,2978.0,8.78,146,66,80,54.7945205479452,22.16252518468771,-14,13.7,0.2,19.89,5.72,39.51,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59347,LIESSIES,CC Coeur de l'Avesnois,527.0,11.9,8,3,5,62.5,5.692599620493358,-2,15.62,0.12,23.69,7.75,47.19,Q3-Fragilisé,3.0,Désertifié,Priorité B
59348,LIEU-SAINT-AMAND,CA de la Porte du Hainaut,1462.0,9.76,29,15,14,48.27586206896552,10.259917920656637,1,12.07,0.11,22.63,6.36,41.17,Q2-Stable,0.0,Dynamique,Non prioritaire
59349,LIGNY-EN-CAMBRESIS,CA du Caudrésis et du Catésis,1847.0,11.66,67,34,33,49.25373134328358,18.408229561451,1,12.31,0.11,20.76,7.6,40.77,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59350,LILLE,Métropole Européenne de Lille,238246.0,16.89,15195,5605,9590,63.11286607436657,23.526103271408545,-3985,15.78,25.0,19.57,11.0,71.36,Q4-Fragile,2.0,Métropole,Priorité A
59351,LIMONT-FONTAINE,CA Maubeuge Val de Sambre,525.0,15.04,8,3,5,62.5,5.714285714285714,-2,15.62,0.12,23.68,9.8,49.23,Q4-Fragile,3.0,Désertifié,Priorité B
59352,LINSELLES,Métropole Européenne de Lille,8161.0,6.95,256,102,154,60.15625,12.498468324960175,-52,15.04,0.44,22.12,4.53,42.12,Q2-Stable,3.0,Désertifié,Non prioritaire
59353,LOCQUIGNOL,CC du Pays de Mormal,301.0,9.12,11,5,6,54.54545454545454,16.611295681063122,-1,13.64,0.12,21.17,5.94,40.87,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59354,LOFFRE,CA Coeur d'Ostrevent,712.0,7.7,18,6,12,66.66666666666666,8.426966292134832,-6,16.67,0.15,23.06,5.02,44.89,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59356,LOMPRET,Métropole Européenne de Lille,2155.0,7.5,49,25,24,48.97959183673469,11.60092807424594,1,12.24,0.11,22.32,4.89,39.56,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59357,LA LONGUEVILLE,CC du Pays de Mormal,2057.0,8.57,62,27,35,56.451612903225815,13.125911521633448,-8,14.11,0.16,21.97,5.58,41.83,Q2-Stable,0.0,Dynamique,Non prioritaire
59358,LOOBERGHE,CC des Hauts de Flandre,1228.0,8.37,32,15,17,53.125,12.21498371335505,-2,13.28,0.12,22.18,5.45,41.04,Q2-Stable,0.0,Dynamique,Non prioritaire
59359,LOON-PLAGE,CU de Dunkerque,5952.0,9.7,156,59,97,62.17948717948718,9.91263440860215,-38,15.54,0.35,22.71,6.32,44.93,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59360,LOOS,Métropole Européenne de Lille,22567.0,17.67,721,279,442,61.30374479889043,12.36318518190278,-163,15.33,1.13,22.15,11.51,50.12,Q4-Fragile,1.0,Précaire,Priorité B
59361,LOURCHES,CA de la Porte du Hainaut,3734.0,25.48,124,57,67,54.03225806451613,15.265131226566684,-10,13.51,0.17,21.48,16.6,51.76,Q4-Fragile,1.0,Précaire,Priorité B
59363,LOUVIGNIES-QUESNOY,CC du Pays de Mormal,899.0,8.57,31,13,18,58.06451612903226,14.460511679644048,-5,14.52,0.14,21.67,5.58,41.91,Q2-Stable,0.0,Dynamique,Non prioritaire
59364,LOUVIL,CC Pévèle-Carembault,922.0,8.13,21,9,12,57.14285714285714,9.761388286334055,-3,14.29,0.13,22.75,5.3,42.46,Q2-Stable,3.0,Désertifié,Non prioritaire
59365,LOUVROIL,CA Maubeuge Val de Sambre,6294.0,37.29,474,200,274,57.80590717299579,31.77629488401653,-74,14.45,0.57,17.67,24.3,56.99,Q4-Fragile,1.0,Précaire,Priorité B
59366,LYNDE,CA Coeur de Flandre,783.0,5.83,10,6,4,40.0,7.662835249042145,2,10.0,0.1,23.23,3.8,37.13,Q1-Dynamique,0.0,Dynamique,Priorité B
59367,LYS-LEZ-LANNOY,Métropole Européenne de Lille,14050.0,13.21,466,183,283,60.72961373390557,13.024911032028468,-100,15.18,0.74,22.0,8.61,46.52,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59368,LA MADELEINE,Métropole Européenne de Lille,21790.0,13.04,861,289,572,66.43437862950059,13.262964662689308,-283,16.61,1.88,21.94,8.5,48.93,Q4-Fragile,3.0,Désertifié,Non prioritaire
59369,MAING,CA Valenciennes Métropole,3954.0,9.31,77,26,51,66.23376623376623,6.575619625695498,-25,16.56,0.27,23.48,6.07,46.38,Q3-Fragilisé,3.0,Désertifié,Priorité B
59370,MAIRIEUX,CA Maubeuge Val de Sambre,699.0,7.99,18,8,10,55.55555555555556,11.444921316165953,-2,13.89,0.12,22.36,5.21,41.58,Q2-Stable,0.0,Dynamique,Non prioritaire
59371,LE MAISNIL,Métropole Européenne de Lille,628.0,2.65,14,7,7,50.0,11.146496815286625,0,12.5,0.11,22.43,1.73,36.77,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59372,MALINCOURT,CA du Caudrésis et du Catésis,498.0,12.38,14,8,6,42.85714285714285,16.06425702811245,2,10.71,0.1,21.3,8.07,40.18,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59374,MARBAIX,CC Coeur de l'Avesnois,461.0,13.91,10,8,2,20.0,17.35357917570499,6,5.0,0.07,21.0,9.06,35.14,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59375,MARCHIENNES,CA Coeur d'Ostrevent,4507.0,10.94,113,40,73,64.60176991150442,8.875083203905037,-33,16.15,0.32,22.95,7.13,46.55,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59377,MARCOING,CA de Cambrai,1841.0,13.75,39,18,21,53.84615384615385,9.77729494839761,-3,13.46,0.13,22.75,8.96,45.3,Q3-Fragilisé,0.0,Dynamique,Non prioritaire
59378,MARCQ-EN-BARŒUL,Métropole Européenne de Lille,40184.0,9.3,1388,516,872,62.8242074927954,12.840931714115072,-356,15.71,2.34,22.04,6.06,46.14,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59379,MARCQ-EN-OSTREVENT,CA Douaisis Agglo,741.0,11.17,23,14,9,39.130434782608695,18.893387314439945,5,9.78,0.08,20.64,7.28,37.78,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59381,MARESCHES,CC du Pays de Mormal,808.0,10.3,17,9,8,47.05882352941176,11.13861386138614,1,11.76,0.11,22.43,6.71,41.01,Q2-Stable,0.0,Dynamique,Non prioritaire
59382,MARETZ,CA du Caudrésis et du Catésis,1402.0,15.57,53,16,37,69.81132075471697,11.412268188302424,-21,17.45,0.24,22.37,10.14,50.21,Q4-Fragile,3.0,Désertifié,Priorité B
59383,MARLY,CA Valenciennes Métropole,11995.0,20.35,309,112,197,63.75404530744336,9.33722384326803,-85,15.94,0.64,22.85,13.26,52.69,Q4-Fragile,1.0,Précaire,Priorité B
59384,MAROILLES,CC du Pays de Mormal,1454.0,11.74,63,28,35,55.55555555555556,19.257221458046768,-7,13.89,0.16,20.56,7.65,42.25,Q2-Stable,0.0,Dynamique,Non prioritaire
59385,MARPENT,CA Maubeuge Val de Sambre,2653.0,21.82,72,37,35,48.61111111111111,13.94647568790049,2,12.15,0.1,21.78,14.22,48.25,Q4-Fragile,1.0,Précaire,Non prioritaire
59386,MARQUETTE-LEZ-LILLE,Métropole Européenne de Lille,12622.0,8.6,382,178,204,53.403141361256544,14.102360957059105,-26,13.35,0.27,21.75,5.6,40.98,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59387,MARQUETTE-EN-OSTREVANT,CA de la Porte du Hainaut,1943.0,12.53,51,19,32,62.74509803921568,9.778692743180647,-13,15.69,0.19,22.75,8.16,46.79,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59388,MARQUILLIES,Métropole Européenne de Lille,1961.0,8.14,33,16,17,51.51515151515152,8.15910249872514,-1,12.88,0.12,23.12,5.3,41.42,Q2-Stable,0.0,Dynamique,Non prioritaire
59389,MASNIERES,CA de Cambrai,2689.0,18.48,71,38,33,46.478873239436616,14.131647452584604,5,11.62,0.08,21.74,12.04,45.48,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59390,MASNY,CA Coeur d'Ostrevent,3999.0,20.38,126,49,77,61.11111111111112,12.253063265816454,-28,15.28,0.29,22.17,13.28,51.02,Q4-Fragile,1.0,Précaire,Priorité B
59391,MASTAING,CA de la Porte du Hainaut,911.0,11.96,17,6,11,64.70588235294117,6.586169045005488,-5,16.18,0.14,23.48,7.79,47.59,Q4-Fragile,3.0,Désertifié,Priorité B
59392,MAUBEUGE,CA Maubeuge Val de Sambre,28767.0,29.56,1257,457,800,63.64359586316627,15.886258560155737,-343,15.91,2.25,21.34,19.26,58.76,Q4-Fragile,1.0,Précaire,Priorité B
59393,MAULDE,CA de la Porte du Hainaut,949.0,8.66,21,12,9,42.85714285714285,12.644889357218124,3,10.71,0.09,22.08,5.64,38.53,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59394,MAUROIS,CA du Caudrésis et du Catésis,405.0,24.56,6,1,5,83.33333333333334,2.469135802469136,-4,20.83,0.14,24.43,16.0,61.4,Q4-Fragile,1.0,Précaire,Priorité A
59395,MAZINGHIEN,CA du Caudrésis et du Catésis,279.0,10.02,10,3,7,70.0,10.75268817204301,-4,17.5,0.14,22.52,6.53,46.69,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59396,MECQUIGNIES,CC du Pays de Mormal,695.0,7.02,22,10,12,54.54545454545454,14.388489208633096,-2,13.64,0.12,21.68,4.57,40.02,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59397,MERCKEGHEM,CC des Hauts de Flandre,615.0,8.52,11,3,8,72.72727272727273,4.878048780487805,-5,18.18,0.14,23.88,5.55,47.75,Q4-Fragile,3.0,Désertifié,Priorité B
59398,MERIGNIES,CC Pévèle-Carembault,3527.0,5.79,91,38,53,58.24175824175825,10.774028919761836,-15,14.56,0.21,22.52,3.77,41.05,Q2-Stable,3.0,Désertifié,Non prioritaire
59399,MERRIS,CA Coeur de Flandre,1106.0,7.22,23,6,17,73.91304347826086,5.424954792043399,-11,18.48,0.18,23.75,4.7,47.11,Q3-Fragilisé,3.0,Désertifié,Priorité B
59400,MERVILLE,CC Flandre Lys,9808.0,14.42,293,123,170,58.02047781569966,12.54078303425775,-47,14.51,0.41,22.11,9.4,46.41,Q3-Fragilisé,1.0,Précaire,Non prioritaire
59401,METEREN,CA Coeur de Flandre,2231.0,5.42,69,37,32,46.3768115942029,16.584491259524878,5,11.59,0.08,21.18,3.53,36.38,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59402,MILLAM,CC des Hauts de Flandre,838.0,6.56,24,13,11,45.83333333333333,15.513126491646778,2,11.46,0.1,21.42,4.27,37.26,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59403,MILLONFOSSE,CA de la Porte du Hainaut,705.0,8.3,16,9,7,43.75,12.765957446808512,2,10.94,0.1,22.06,5.41,38.5,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59405,MOEUVRES,CA de Cambrai,490.0,7.61,10,5,5,50.0,10.20408163265306,0,12.5,0.11,22.65,4.96,40.22,Q1-Dynamique,0.0,Dynamique,Non prioritaire
59406,MONCEAU-SAINT-WAAST,CA Maubeuge Val de Sambre,419.0,9.75,10,4,6,60.0,9.54653937947494,-2,15.0,0.12,22.8,6.35,44.28,Q3-Fragilisé,3.0,Désertifié,Non prioritaire
59407,MONCHAUX-SUR-ECAILLON,CA Valenciennes Métropole,616.0,6.95,8,4,4,50.0,6.493506493506493,0,12.5,0.11,23.5,4.53,40.64,Q1-Dynamique,0.0,Dynamique,Priorité B
